Name,Maker,Sector,Industry,Price,Collection,Ticked
DRAD,Digirad Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/drad,FALSE
DRAM,Dataram Corporation,Technology,Data Storage Devices,NA,stocks/dram,FALSE
DRC,Dresser-Rand Group Inc.,Industrial Goods,Diversified Machinery,WIKI/DRC,stocks/drc,FALSE
DRCO,Dynamics Research Corporation,,,NA,stocks/drco,FALSE
DRE,Duke Realty Corporation,Financial,REIT - Industrial,NA,stocks/dre,FALSE
DPZ,"Domino's Pizza, Inc.",Services,Restaurants,WIKI/DPZ,stocks/dpz,FALSE
DRIV,Digital River Inc.,Technology,Internet Software & Services,WIKI/DRIV,stocks/driv,FALSE
DRH,Diamondrock Hospitality Co.,Financial,REIT - Hotel/Motel,NA,stocks/drh,FALSE
DRI,"Darden Restaurants, Inc.",Services,Restaurants,WIKI/DRI,stocks/dri,FALSE
DRL,Doral Financial Corporation,Financial,Money Center Banks,WIKI/DRL,stocks/drl,FALSE
DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/DRQ,stocks/drq,FALSE
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Other,NA,stocks/drrx,FALSE
DRTX,"Durata Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/DRTX,stocks/drtx,FALSE
DSCI,Derma Sciences Inc.,Healthcare,Medical Instruments & Supplies,WIKI/DSCI,stocks/dsci,FALSE
DSCO,Discovery Laboratories Inc.,Healthcare,Biotechnology,NA,stocks/dsco,FALSE
DSPG,DSP Group Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/DSPG,stocks/dspg,FALSE
DSKX,"DS Healthcare Group, Inc.",Consumer Goods,Personal Products,NA,NA,FALSE
DSS,"Document Security Systems, Inc.",Services,Business Services,NA,stocks/dss,FALSE
DSTI,DayStar Technologies Inc.,Technology,Semiconductor - Specialized,NA,stocks/dsti,FALSE
DSW,DSW Inc.,Services,Apparel Stores,WIKI/DSW,stocks/dsw,FALSE
DTE,DTE Energy Company,Utilities,Electric Utilities,WIKI/DTE,stocks/dte,FALSE
DTLK,Datalink Corporation,Technology,Data Storage Devices,WIKI/DTLK,stocks/dtlk,FALSE
DTSI,DTS Inc.,Technology,Application Software,WIKI/DTSI,stocks/dtsi,FALSE
DTV,DIRECTV,Services,CATV Systems,WIKI/DTV,stocks/dtv,FALSE
DUK,Duke Energy Corporation,Utilities,Diversified Utilities,WIKI/DUK,stocks/duk,FALSE
DVA,DaVita HealthCare Partners Inc.,Healthcare,Specialized Health Services,WIKI/DVA,stocks/dva,FALSE
DV,DeVry Education Group Inc.,Services,Education & Training Services,WIKI/DV,stocks/dv,FALSE
DVAX,Dynavax Technologies Corporation,Healthcare,Drug Manufacturers - Other,WIKI/DVAX,stocks/dvax,FALSE
DVCR,Diversicare Healthcare Services Inc.,Healthcare,Long-Term Care Facilities,NA,NA,FALSE
DVD,Dover Motorsports Inc.,Services,Sporting Activities,NA,stocks/dvd,FALSE
DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,WIKI/DVN,stocks/dvn,FALSE
DVR,Cal Dive International Inc,Basic Materials,Oil & Gas Equipment & Services,WIKI/DVR,stocks/dvr,FALSE
DWA,DreamWorks Animation SKG Inc.,Services,"Movie Production, Theaters",WIKI/DWA,stocks/dwa,FALSE
DW,Drew Industries Incorporated,Consumer Goods,Recreational Vehicles,WIKI/DW,stocks/dw,FALSE
DWCH,Datawatch Corporation,Technology,Business Software & Services,NA,stocks/dwch,FALSE
DWRE,"Demandware, Inc.",Technology,Application Software,WIKI/DWRE,stocks/dwre,FALSE
DWSN,Dawson Geophysical Company,Basic Materials,Oil & Gas Equipment & Services,WIKI/DWSN,stocks/dwsn,FALSE
DX,Dynex Capital Inc.,Financial,REIT - Residential,NA,stocks/dx,FALSE
DXCM,"DexCom, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/DXCM,stocks/dxcm,FALSE
DXLG,"Destination XL Group, Inc.",Services,Apparel Stores,WIKI/DXLG,stocks/dxlg,FALSE
DXM,"Dex Media, Inc.",Services,Marketing Services,WIKI/DXM,NA,FALSE
DXPE,"DXP Enterprises, Inc.",Services,Industrial Equipment Wholesale,WIKI/DXPE,stocks/dxpe,FALSE
DXR,Daxor Corp.,Healthcare,Medical Instruments & Supplies,NA,stocks/dxr,FALSE
DY,Dycom Industries Inc.,Industrial Goods,Heavy Construction,WIKI/DY,stocks/dy,FALSE
DYAX,Dyax Corp.,Healthcare,Biotechnology,WIKI/DYAX,stocks/dyax,FALSE
DYII,Dynacq Healthcare Inc.,Healthcare,Hospitals,NA,stocks/dyii,FALSE
DYNIQ,DYNEGY INC NEW,,,NA,stocks/dyniq,FALSE
DYSL,Dynasil Corporation of America,Technology,Scientific & Technical Instruments,NA,stocks/dysl,FALSE
EAC,Erickson Incorporated,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/EAC,stocks/eac,FALSE
EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,WIKI/EA,stocks/ea,FALSE
EBF,Ennis Inc.,Consumer Goods,Office Supplies,WIKI/EBF,stocks/ebf,FALSE
EAT,"Brinker International, Inc.",Services,Restaurants,WIKI/EAT,stocks/eat,FALSE
EBIX,Ebix Inc.,Technology,Business Software & Services,WIKI/EBIX,stocks/ebix,FALSE
EBAY,eBay Inc.,Services,"Specialty Retail, Other",WIKI/EBAY,stocks/ebay,FALSE
EBMT,"Eagle Bancorp Montana, Inc.",Financial,Regional - Pacific Banks,NA,stocks/ebmt,FALSE
EBSB,"Meridian Interstate Bancorp, Inc.",Financial,Savings & Loans,WIKI/EBSB,stocks/ebsb,FALSE
EBTC,Enterprise Bancorp Inc.,Financial,Savings & Loans,WIKI/EBTC,stocks/ebtc,FALSE
EBS,"Emergent BioSolutions, Inc.",Healthcare,Biotechnology,WIKI/EBS,stocks/ebs,FALSE
ECHO,"Echo Global Logistics, Inc.",Services,Trucking,WIKI/ECHO,stocks/echo,FALSE
ECL,Ecolab Inc.,Consumer Goods,Cleaning Products,WIKI/ECL,stocks/ecl,FALSE
ECOL,"US Ecology, Inc.",Industrial Goods,Waste Management,WIKI/ECOL,stocks/ecol,FALSE
ECOM,ChannelAdvisor Corporation,Technology,Application Software,WIKI/ECOM,stocks/ecom,FALSE
ECTE,"Echo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/ecte,FALSE
ECTY,"ECOtality, Inc.",,,NA,stocks/ecty,FALSE
ECYT,"Endocyte, Inc.",Healthcare,Biotechnology,WIKI/ECYT,stocks/ecyt,FALSE
ED,"Consolidated Edison, Inc.",Utilities,Diversified Utilities,WIKI/ED,stocks/ed,FALSE
EDGW,Edgewater Technology Inc.,Technology,Information Technology Services,NA,stocks/edgw,FALSE
EDMC,Education Management Corporation,Services,Education & Training Services,WIKI/EDMC,stocks/edmc,FALSE
EDE,The Empire District Electric Company,Utilities,Electric Utilities,WIKI/EDE,stocks/ede,FALSE
EDR,"Education Realty Trust, Inc.",Financial,REIT - Residential,NA,NA,FALSE
EDUC,Educational Development Corporation,Services,Publishing - Books,NA,stocks/educ,FALSE
EEI,"Ecology & Environment, Inc.",Industrial Goods,Waste Management,NA,stocks/eei,FALSE
EFC,Ellington Financial LLC,Financial,Mortgage Investment,NA,stocks/efc,FALSE
EEFT,Euronet Worldwide Inc.,Services,Business Services,WIKI/EEFT,stocks/eeft,FALSE
EFII,"Electronics for Imaging, Inc.",Technology,Computer Peripherals,WIKI/EFII,stocks/efii,FALSE
EFOI,"Energy Focus, Inc.",Consumer Goods,Home Furnishings & Fixtures,NA,stocks/efoi,FALSE
EFSC,Enterprise Financial Services Corp.,Financial,Regional - Southwest Banks,WIKI/EFSC,stocks/efsc,FALSE
EFX,Equifax Inc.,Financial,Credit Services,WIKI/EFX,stocks/efx,FALSE
EGAN,eGain Corporation,Technology,Business Software & Services,WIKI/EGAN,stocks/egan,FALSE
EGHT,8x8 Inc.,Technology,Communication Equipment,WIKI/EGHT,stocks/eght,FALSE
EGL,"Engility Holdings, Inc.",Services,Technical Services,WIKI/EGL,stocks/egl,FALSE
EGN,Energen Corp.,Basic Materials,Independent Oil & Gas,WIKI/EGN,stocks/egn,FALSE
EGOV,NIC Inc.,Technology,Application Software,WIKI/EGOV,stocks/egov,FALSE
EGY,Vaalco Energy Inc.,Basic Materials,Independent Oil & Gas,WIKI/EGY,stocks/egy,FALSE
EHTH,"eHealth, Inc.",Financial,Insurance Brokers,WIKI/EHTH,stocks/ehth,FALSE
EIG,"Employers Holdings, Inc.",Financial,Accident & Health Insurance,WIKI/EIG,stocks/eig,FALSE
ELGX,Endologix Inc.,Healthcare,Medical Instruments & Supplies,WIKI/ELGX,stocks/elgx,FALSE
ELLI,"Ellie Mae, Inc.",Technology,Application Software,WIKI/ELLI,stocks/elli,FALSE
ELNK,EarthLink Holdings Corp.,Technology,Telecom Services - Domestic,WIKI/ELNK,stocks/elnk,FALSE
ELRC,Electro Rent Corporation,Services,Rental & Leasing Services,WIKI/ELRC,stocks/elrc,FALSE
ELX,Emulex Corporation,Technology,Data Storage Devices,WIKI/ELX,stocks/elx,FALSE
EMCI,EMC Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/EMCI,stocks/emci,FALSE
ELY,Callaway Golf Co.,Consumer Goods,Sporting Goods,WIKI/ELY,stocks/ely,FALSE
EME,EMCOR Group Inc.,Industrial Goods,General Contractors,WIKI/EME,stocks/eme,FALSE
END,Endeavour International Corporation,Basic Materials,Independent Oil & Gas,WIKI/END,stocks/end,FALSE
ENDP,Endo International plc,Healthcare,Drug Manufacturers - Other,WIKI/ENDP,stocks/endp,FALSE
ENH,Endurance Specialty Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/ENH,stocks/enh,FALSE
ENR,Energizer Holdings Inc.,Consumer Goods,Personal Products,WIKI/ENR,stocks/enr,FALSE
ENS,EnerSys,Industrial Goods,Industrial Electrical Equipment,WIKI/ENS,stocks/ens,FALSE
ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/ENPH,stocks/enph,FALSE
ENSG,"The Ensign Group, Inc.",Healthcare,Long-Term Care Facilities,WIKI/ENSG,stocks/ensg,FALSE
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/ENTG,stocks/entg,FALSE
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/ENTA,stocks/enta,FALSE
ENTR,"Entropic Communications, Inc.",Technology,Semiconductor - Broad Line,WIKI/ENTR,stocks/entr,FALSE
ENV,"Envestnet, Inc.",Services,Business Services,WIKI/ENV,stocks/env,FALSE
ENZN,Enzon Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/ENZN,stocks/enzn,FALSE
EOPN,"E2open, Inc.",Technology,Application Software,WIKI/EOPN,stocks/eopn,FALSE
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,WIKI/EPAM,stocks/epam,FALSE
EPAY,Bottomline Technologies,Technology,Business Software & Services,WIKI/EPAY,stocks/epay,FALSE
EPIQ,"Epiq Systems, Inc.",Technology,Information Technology Services,WIKI/EPIQ,stocks/epiq,FALSE
EPM,Evolution Petroleum Corp.,Basic Materials,Independent Oil & Gas,WIKI/EPM,stocks/epm,FALSE
EPL,"EPL Oil & Gas, Inc.",Basic Materials,Independent Oil & Gas,WIKI/EPL,stocks/epl,FALSE
EPZM,"Epizyme, Inc.",Healthcare,Biotechnology,WIKI/EPZM,stocks/epzm,FALSE
EQIX,"Equinix, Inc.",Technology,Internet Software & Services,WIKI/EQIX,stocks/eqix,FALSE
EQU,Equal Energy Ltd.,Basic Materials,Independent Oil & Gas,WIKI/EQU,NA,FALSE
ERA,Era Group Inc.,Services,"Air Services, Other",WIKI/ERA,NA,FALSE
ERII,"Energy Recovery, Inc.",Industrial Goods,Pollution & Treatment Controls,WIKI/ERII,stocks/erii,FALSE
ERIE,Erie Indemnity Company,Financial,Insurance Brokers,WIKI/ERIE,stocks/erie,FALSE
ESBF,ESB Financial Corp.,Financial,Savings & Loans,WIKI/ESBF,stocks/esbf,FALSE
ESGR,Enstar Group Limited,Financial,Property & Casualty Insurance,WIKI/ESGR,stocks/esgr,FALSE
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments,WIKI/ESE,stocks/ese,FALSE
ESIO,Electro Scientific Industries Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/ESIO,stocks/esio,FALSE
ESSA,"ESSA Bancorp, Inc.",Financial,Savings & Loans,WIKI/ESSA,stocks/essa,FALSE
ETH,Ethan Allen Interiors Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/ETH,stocks/eth,FALSE
ETM,Entercom Communications Corp.,Services,Broadcasting - Radio,WIKI/ETM,stocks/etm,FALSE
EVC,Entravision Communications Corporation,Services,Broadcasting - TV,WIKI/EVC,stocks/evc,FALSE
EVTC,"EVERTEC, Inc.",Technology,Business Software & Services,WIKI/EVTC,stocks/evtc,FALSE
ESL,Esterline Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ESL,stocks/esl,FALSE
ESC,Emeritus Corp.,Healthcare,Long-Term Care Facilities,WIKI/ESC,stocks/esc,FALSE
EVR,Evercore Partners Inc.,Financial,Asset Management,WIKI/EVR,stocks/evr,FALSE
EWBC,"East West Bancorp, Inc.",Financial,Foreign Money Center Banks,WIKI/EWBC,stocks/ewbc,FALSE
EV,Eaton Vance Corp.,Financial,Asset Management,WIKI/EV,stocks/ev,FALSE
EXAC,Exactech Inc.,Healthcare,Medical Appliances & Equipment,WIKI/EXAC,stocks/exac,FALSE
EXAS,Exact Sciences Corporation,Healthcare,Biotechnology,WIKI/EXAS,stocks/exas,FALSE
EXAR,Exar Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/EXAR,stocks/exar,FALSE
EXAM,"ExamWorks Group, Inc.",Services,Business Services,WIKI/EXAM,stocks/exam,FALSE
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,WIKI/EXEL,stocks/exel,FALSE
EXH,"Exterran Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/EXH,stocks/exh,FALSE
EXLS,"Exlservice Holdings, Inc.",Services,Business Services,WIKI/EXLS,stocks/exls,FALSE
EXPO,Exponent Inc.,Services,Management Services,WIKI/EXPO,stocks/expo,FALSE
EXPR,Express Inc.,Services,Apparel Stores,WIKI/EXPR,stocks/expr,FALSE
EXP,Eagle Materials Inc.,Industrial Goods,Cement,WIKI/EXP,stocks/exp,FALSE
EXTR,Extreme Networks Inc.,Technology,Networking & Communication Devices,WIKI/EXTR,stocks/extr,FALSE
EXXI,Energy XXI,Basic Materials,Oil & Gas Equipment & Services,WIKI/EXXI,stocks/exxi,FALSE
EXR,Extra Space Storage Inc.,Financial,REIT - Industrial,NA,stocks/exr,FALSE
EZPW,"EZCORP, Inc.",Services,"Specialty Retail, Other",WIKI/EZPW,stocks/ezpw,FALSE
F,Ford Motor Co.,Consumer Goods,Auto Manufacturers - Major,WIKI/F,stocks/f,FALSE
FABK,First Advantage Bancorp.,Financial,Regional - Southeast Banks,NA,NA,FALSE
FAC,First Acceptance Corp.,Financial,Accident & Health Insurance,NA,stocks/fac,FALSE
FAF,First American Financial Corporation,Financial,Property & Casualty Insurance,WIKI/FAF,stocks/faf,FALSE
FALC,Falconstor Software Inc.,Technology,Application Software,NA,stocks/falc,FALSE
FANG,"Diamondback Energy, Inc.",Basic Materials,Independent Oil & Gas,WIKI/FANG,stocks/fang,FALSE
FARM,Farmer Brothers Co.,Consumer Goods,Processed & Packaged Goods,WIKI/FARM,stocks/farm,FALSE
FARO,FARO Technologies Inc.,Technology,Scientific & Technical Instruments,WIKI/FARO,stocks/faro,FALSE
FAST,Fastenal Company,Services,Industrial Equipment Wholesale,WIKI/FAST,stocks/fast,FALSE
FB,"Facebook, Inc.",Technology,Internet Information Providers,WIKI/FB,stocks/fb,FALSE
FBC,Flagstar Bancorp Inc.,Financial,Savings & Loans,WIKI/FBC,stocks/fbc,FALSE
FBHS,"Fortune Brands Home & Security, Inc.",Consumer Goods,Home Furnishings & Fixtures,WIKI/FBHS,stocks/fbhs,FALSE
FBIZ,"First Business Financial Services, Inc.",Financial,Regional - Midwest Banks,NA,stocks/fbiz,FALSE
FBMI,Firstbank Corporation,Financial,Regional - Midwest Banks,NA,stocks/fbmi,FALSE
FBMS,First Bancshares Inc.,Financial,Regional - Southeast Banks,NA,stocks/fbms,FALSE
FBNC,First Bancorp,Financial,Regional - Mid-Atlantic Banks,WIKI/FBNC,stocks/fbnc,FALSE
FBNK,"First Connecticut Bancorp, Inc.",Financial,Money Center Banks,WIKI/FBNK,stocks/fbnk,FALSE
FBP,First Bancorp,Financial,Foreign Regional Banks,WIKI/FBP,stocks/fbp,FALSE
FBRC,FBR & Co.,Financial,Asset Management,WIKI/FBRC,stocks/fbrc,FALSE
FBSS,Fauquier Bankshares Inc.,Financial,Regional - Southeast Banks,NA,stocks/fbss,FALSE
FC,Franklin Covey Co.,Services,Education & Training Services,WIKI/FC,stocks/fc,FALSE
FCAP,First Capital Inc.,Financial,Savings & Loans,NA,stocks/fcap,FALSE
FCCY,1st Constitution Bancorp,Financial,Regional - Northeast Banks,NA,stocks/fccy,FALSE
FCBC,"First Community Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/FCBC,stocks/fcbc,FALSE
FCCO,First Community Corporation,Financial,Regional - Southwest Banks,NA,stocks/fcco,FALSE
FCEL,FuelCell Energy Inc.,Utilities,Diversified Utilities,WIKI/FCEL,stocks/fcel,FALSE
FCF,First Commonwealth Financial Corp.,Financial,Regional - Northeast Banks,WIKI/FCF,stocks/fcf,FALSE
FCFS,First Cash Financial Services Inc.,Financial,Credit Services,WIKI/FCFS,stocks/fcfs,FALSE
FCH,FelCor Lodging Trust Incorporated,Financial,REIT - Hotel/Motel,NA,stocks/fch,FALSE
FCLF,First Clover Leaf Financial Corp.,Financial,Savings & Loans,NA,stocks/fclf,FALSE
FCN,"FTI Consulting, Inc.",Services,Management Services,WIKI/FCN,stocks/fcn,FALSE
FCNCA,First Citizens Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/FCNCA,stocks/fcnca,FALSE
FCTY,"1st Century Bancshares, Inc.",Financial,Regional - Pacific Banks,NA,stocks/fcty,FALSE
FCX,Freeport-McMoRan Copper & Gold Inc.,Basic Materials,Copper,WIKI/FCX,stocks/fcx,FALSE
FCZA,First Citizens Banc Corp.,Financial,Regional - Pacific Banks,NA,stocks/fcza,FALSE
FDEF,First Defiance Financial Corp.,Financial,Savings & Loans,WIKI/FDEF,stocks/fdef,FALSE
FDO,Family Dollar Stores Inc.,Services,"Discount, Variety Stores",WIKI/FDO,stocks/fdo,FALSE
FDP,Fresh Del Monte Produce Inc.,Consumer Goods,Farm Products,WIKI/FDP,stocks/fdp,FALSE
FDS,FactSet Research Systems Inc.,Technology,Information & Delivery Services,WIKI/FDS,stocks/fds,FALSE
FCS,Fairchild Semiconductor International Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/FCS,stocks/fcs,FALSE
FDML,Federal-Mogul Holdings Corporation,Consumer Goods,Auto Parts,WIKI/FDML,stocks/fdml,FALSE
FDX,FedEx Corporation,Services,Air Delivery & Freight Services,WIKI/FDX,stocks/fdx,FALSE
FE,FirstEnergy Corp.,Utilities,Electric Utilities,WIKI/FE,stocks/fe,FALSE
FEIC,FEI Company,Technology,Scientific & Technical Instruments,WIKI/FEIC,stocks/feic,FALSE
FEIM,Frequency Electronics Inc.,Technology,Communication Equipment,NA,stocks/feim,FALSE
FES,Forbes Energy Services Ltd.,Basic Materials,Oil & Gas Equipment & Services,NA,stocks/fes,FALSE
FELE,"Franklin Electric Co., Inc.",Industrial Goods,Industrial Electrical Equipment,WIKI/FELE,stocks/fele,FALSE
FET,"Forum Energy Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/FET,stocks/fet,FALSE
FFBC,First Financial Bancorp.,Financial,Regional - Midwest Banks,WIKI/FFBC,stocks/ffbc,FALSE
FFBCW,First Financial Bancorp.,,,NA,NA,FALSE
FF,FutureFuel Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/FF,stocks/ff,FALSE
FFBH,First Federal Bancshares of Arkansas Inc.,Financial,Savings & Loans,WIKI/FFBH,stocks/ffbh,FALSE
FFEX,Frozen Food Express Industries Inc.,,,NA,stocks/ffex,FALSE
FFG,FBL Financial Group Inc.,Financial,Life Insurance,WIKI/FFG,stocks/ffg,FALSE
FFIC,Flushing Financial Corp.,Financial,Savings & Loans,WIKI/FFIC,stocks/ffic,FALSE
FFIN,First Financial Bankshares Inc.,Financial,Regional - Southwest Banks,WIKI/FFIN,stocks/ffin,FALSE
FFIV,"F5 Networks, Inc.",Technology,Business Software & Services,WIKI/FFIV,stocks/ffiv,FALSE
FFKT,Farmers Capital Bank Corporation,Financial,Regional - Southeast Banks,WIKI/FFKT,stocks/ffkt,FALSE
FFKY,First Financial Service Corp.,Financial,Regional - Southeast Banks,NA,stocks/ffky,FALSE
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",Financial,Regional - Midwest Banks,NA,stocks/ffnm,FALSE
FFNW,"First Financial Northwest, Inc.",Financial,Regional - Pacific Banks,WIKI/FFNW,stocks/ffnw,FALSE
FGP,Ferrellgas Partners LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/fgp,FALSE
FHCO,The Female Health Company,Consumer Goods,Personal Products,WIKI/FHCO,stocks/fhco,FALSE
FHN,First Horizon National Corporation,Financial,Regional - Southeast Banks,WIKI/FHN,stocks/fhn,FALSE
FIBK,First Interstate Bancsystem Inc.,Financial,Regional - Pacific Banks,WIKI/FIBK,stocks/fibk,FALSE
FICO,Fair Isaac Corporation,Technology,Business Software & Services,WIKI/FICO,stocks/fico,FALSE
FIG,Fortress Investment Group LLC,Financial,Asset Management,NA,stocks/fig,FALSE
FII,"Federated Investors, Inc.",Financial,Asset Management,WIKI/FII,stocks/fii,FALSE
FINL,Finish Line Inc.,Services,"Specialty Retail, Other",WIKI/FINL,stocks/finl,FALSE
FIO,"Fusion-io, Inc.",Technology,Data Storage Devices,WIKI/FIO,stocks/fio,FALSE
FIRE,"Sourcefire, Inc.",,,NA,stocks/fire,FALSE
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,WIKI/FIS,stocks/fis,FALSE
FISI,Financial Institutions Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/FISI,stocks/fisi,FALSE
FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks,WIKI/FITB,stocks/fitb,FALSE
FISV,"Fiserv, Inc.",Services,Business Services,WIKI/FISV,stocks/fisv,FALSE
FIVE,"Five Below, Inc.",Services,"Specialty Retail, Other",WIKI/FIVE,stocks/five,FALSE
FIX,Comfort Systems USA Inc.,Industrial Goods,General Contractors,WIKI/FIX,stocks/fix,FALSE
FIZZ,National Beverage Corp.,Consumer Goods,Beverages - Soft Drinks,WIKI/FIZZ,stocks/fizz,FALSE
FL,"Foot Locker, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/FL,stocks/fl,FALSE
FLDM,Fluidigm Corporation,Technology,Scientific & Technical Instruments,WIKI/FLDM,stocks/fldm,FALSE
FLIC,The First of Long Island Corporation,Financial,Regional - Northeast Banks,WIKI/FLIC,stocks/flic,FALSE
FLEX,Flextronics International Ltd.,Technology,Printed Circuit Boards,NA,stocks/flex,FALSE
FLIR,"FLIR Systems, Inc.",Technology,Scientific & Technical Instruments,WIKI/FLIR,stocks/flir,FALSE
FLL,Full House Resorts Inc.,Services,Resorts & Casinos,NA,stocks/fll,FALSE
FLO,"Flowers Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/FLO,stocks/flo,FALSE
FLOW,Flow International Corporation,,,NA,stocks/flow,FALSE
FLR,Fluor Corporation,Industrial Goods,Heavy Construction,WIKI/FLR,stocks/flr,FALSE
FLT,"FleetCor Technologies, Inc.",Services,Business Services,WIKI/FLT,stocks/flt,FALSE
FLTX,Fleetmatics Group PLC,Technology,Application Software,WIKI/FLTX,NA,FALSE
FLS,Flowserve Corp.,Industrial Goods,Diversified Machinery,WIKI/FLS,stocks/fls,FALSE
FLWS,1-800-Flowers.com Inc.,Services,"Specialty Retail, Other",WIKI/FLWS,stocks/flws,FALSE
FLXS,Flexsteel Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/FLXS,stocks/flxs,FALSE
FMBI,First Midwest Bancorp Inc.,Financial,Regional - Midwest Banks,WIKI/FMBI,stocks/fmbi,FALSE
FMC,FMC Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/FMC,stocks/fmc,FALSE
FMCC,Federal Home Loan Mortgage Corporation,Financial,Mortgage Investment,NA,stocks/fmcc,FALSE
FMD,The First Marblehead Corporation,Financial,Credit Services,WIKI/FMD,stocks/fmd,FALSE
FMER,FirstMerit Corporation,Financial,Money Center Banks,WIKI/FMER,stocks/fmer,FALSE
FMNB,Farmers National Banc Corp.,Financial,Regional - Midwest Banks,NA,stocks/fmnb,FALSE
